Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Approx_Latitude,Approx_Longitude
30270-8870,2,Waymo LLC,Update,,,OCT-2024,SADHW2S14R1, ,,Jaguar,I-Pace, ,2024.0, ,d6215a1693f2a48,13750.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,17:03, ,9661d6d11d94734,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,20.0, ,Daylight, , ,Y, , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,Stopped,No,No,Yes,0.0, ,Y, , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Waymo is submitting this updated report to correct an erroneously reported VIN for the Waymo AV. This updated report is being submitted the same day the original report was submitted, on the monthly reporting due date of October 15, 2024. The remainder of the report and narrative is unchanged.
On September [XXX], 2024 at 5:03 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was stopped in traffic in the rightmost lane of northwestbound [XXX] when a passenger car traveling directly behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8842,2,Waymo LLC,Update,,,OCT-2024,SADHW2S1XR1, ,,Jaguar,I-Pace, ,2024.0, ,f8bfc37ca539ee3,335.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,20:12, ,d81c6a7d3c2f7e9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Backing,No,No,Y, , , , , , , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Waymo is submitting this updated report to correct an erroneously reported VIN for the Waymo AV. This updated report is being submitted the same day the original report was submitted, on the monthly reporting due date of October 15, 2024. The remainder of the report and narrative is unchanged.
On September [XXX], 2024 at 8:12 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was pulled over on eastbound [XXX] for a passenger pick-up when a SUV on the passenger side of the Waymo AV reversed out of a residential garage. The rear of the SUV then made contact with the rear passenger side of the stopped Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8828,2,Waymo LLC,Update,,,OCT-2024,SADHW2S14R1, ,,Jaguar,I-Pace, ,2024.0, ,e3132dbbe830dd9,7153.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,20:51, ,17a0138cad77b88,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,20.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Passing,No,No,Y,Y, , , , , , , , , ,Stopped,No,No,Yes,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Waymo is submitting this updated report to correct an erroneously reported VIN for the Waymo AV. This updated report is being submitted the same day the original report was submitted, on the monthly reporting due date of October 15, 2024. The remainder of the report and narrative is unchanged.
On September [XXX], 2024 at 8:51 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southeastbound in the left lane on [XXX]. The Waymo AV came to a stop to yield to oncoming traffic before making a left turn onto northbound [XXX] when a passenger car on the right side of the Waymo AV attempted to pass between the right side of the Waymo AV and a double parked car. The driver side of the passenger car made contact with the passenger side front bumper of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo vehicle sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8827,2,Waymo LLC,Update,,,OCT-2024,SADHW2S19R1, ,,Jaguar,I-Pace, ,2024.0, ,f24e782f4b6ff54,25607.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,18:27, ,bfc20629d54eae2,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Waymo is submitting this updated report to correct an erroneously reported VIN for the Waymo AV. This updated report is being submitted the same day the original report was submitted, on the monthly reporting due date of October 15, 2024. The remainder of the report and narrative is unchanged.
On September XXX], 2024 at 6:27 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a van on [XXX] at [XXX].
The Waymo AV was traveling north on [XXX] and came to a stop at the stop sign at the intersection with [XXX] when the front of the van traveling behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8869,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,85da1a9c1ddf0cd,13591.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC	",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,02:24, ,40b38f5b0665ba7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,20.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Passing,No,No, , , , , , ,Y,Y, , , ,Stopped,No,No,"No, see Narrative",0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 2:24 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX].
The Waymo AV was traveling southbound in the rightmost lane of a two-lane, one-way only section of [XXX] when it maneuvered toward the right curb and came to a stop for a passenger drop off. While the Waymo AV was stopped partially in-lane with its hazard lights activated, a passenger car attempting to pass the stopped Waymo AV made contact with the rear driver side of the Waymo AV. The passengers in the vehicle were not belted at the time of impact, likely because the vehicle was at a dropoff location and they were preparing to exit. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8892,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S13R1, ,,Jaguar,I-Pace, ,2024.0, ,39edc3a2b668bd4,20546.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,18:33, ,68e0af637b798df,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,15.0, ,Daylight, , ,Y, , , , , ,,SUV,No Injuries Reported,Yes,Passing,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 6:33 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a SUV on [XXX] at [XXX]. 
The Waymo AV was stopped at a red light with the left turn signal activated in the northeastbound lane of [XXX] at the intersection with [XXX], preparing to make a left turn onto [XXX]. While the Waymo AV was stationary, an SUV that had been stopped behind the Waymo AV entered the oncoming lane, maneuvering to the left of the Waymo AV. As the SUV was passing the stopped Waymo AV, the passenger side of the SUV made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8891,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S17R1, ,,Jaguar,I-Pace, ,2024.0, ,0d7492ecc1867b1,6193.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,06:53, ,4690361713b03eb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dawn / Dusk,Y, , , , , , , ,,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September 3[XXX], 2024 at 6:53 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a heavy truck on [XXX] at [XXX]. 
The Waymo AV was stopped in a queue of traffic in the single lane of northeastbound [XXX] for a red light at the intersection with [XXX]. A heavy truck approached the Waymo AV from behind, and the front of the heavy truck made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8889,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S17M1, ,,Jaguar,I-Pace, ,2021.0, ,0c7d2b6074c7190,128623.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,5th Generation, , ,Version 9, , ,Transdev Alternative Services, , ,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,13:35, ,1ab108e2dabaab4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,20.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 1:35 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX].
The Waymo AV was traveling south westbound on [XXX] in the left lane and came to a stop in a queue of traffic. While the Waymo AV remained stationary, a passenger car approached the Waymo AV from behind and the front bumper of the passenger car made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present in the drivers seating position. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8888,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S13M1, ,,Jaguar,I-Pace, ,2021.0, ,d15358998623a2a,83549.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,10:55, ,f1f769709b16a09,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,15.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Traveling Wrong Way,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 10:55 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX].
The Waymo AV was stopped at a red light with the left turn signal activated in the northeastbound lane of [XXX] at the intersection with [XXX], preparing to make a left turn onto [XXX]. While the Waymo AV was stationary, a passenger car that had been stopped behind the Waymo AV entered the oncoming lane, maneuvering to the left of the Waymo AV. As the passenger car was passing the stopped Waymo AV, the passenger side of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8886,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S19R1, ,,Jaguar,I-Pace, ,2024.0, ,7e2a46cbd75e3c2,6370.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,14:52, ,30c2487fa6ae1cb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Lane / Road Departure,No,No, , , , , , , ,Y, , , ,Proceeding Straight,No,No,No Passengers in Vehicle,26.0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 2:52 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in Los Angeles, California was in a collision involving a passenger car on [XXX] at [XXX].
The Waymo AV was stopped in traffic for a red light in the leftmost through lane of southeastbound [XXX] at the intersection with [XXX]. When the light turned green, the Waymo AV proceeded into the intersection. Simultaneously, a passenger car traveling in the rightmost dedicated left turn lane (the left adjacent lane to the Waymo AV) proceeded straight into the intersection and partially entered the leftmost through lane ahead of the Waymo AV. The passenger side of the passenger car then made contact with the driver side of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,34.0536909,-118.242766
30270-8885,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S13M1, ,,Jaguar,I-Pace, ,2021.0, ,ec2b91023257d90,139286.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,14:20, ,e1f17288c6c20ca,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Parking Maneuver,No,No, , ,Y, , , , , , , , ,Stopped,No,No,No Passengers in Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 2:20 PM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was stopped with hazard lights activated on westbound [XXX] with when an SUV to the right of the Waymo AV began to reverse to parallel park. The SUVs front driver side corner made contact with the rear passenger side corner of the stopped Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8884,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S18R1, ,,Jaguar,I-Pace, ,2024.0, ,105ed513d5a8292,8250.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,01:21, ,365f94d24227920,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Bus,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , ,Y, , , ,Stopped,No,No,No Passengers in Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Yes, ,"On September [XXX], 2024 at 1:21 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a bus on [XXX] at [XXX].
The Waymo AV was stopped facing a red light in the rightmost lane of northbound [XXX] at the intersection with [XXX]. While the Waymo AV remained stopped at the red light, a bus traveling directly behind the Waymo AV maneuvered into the left adjacent lane. As the bus proceeded alongside the stopped Waymo AV and came to a stop at the red light, the passenger side of the bus made contact with the rear driver side corner of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
30270-8882,1,Waymo LLC,Monthly,9.0,2024.0,OCT-2024,SADHW2S19R1, ,,Jaguar,I-Pace, ,2024.0, ,cd5a9c91134574e,7539.0, ,,5th Generation ADS, , ,5th Generation, , ,Version 9, , ,, ,Y,,, ,Y,Yes (specify below),"CA DMV, CA PUC              						",Yes,ADS,Waymo LLC, , ,Y, , , , , ,,2024-09-01, ,SEP-2024,01:33, ,0d76f1116bc1065,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,0.0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On September [XXX], 2024 at 1:33 AM PT a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a SUV on [XXX] near [XXX]. 
The Waymo AV was stopped in traffic on southbound [XXX] when an SUV that had been stopped directly behind the Waymo AV proceeded to make contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",,37.7792588,-122.4193286
